speaker1,speaker2,mixed_audio,speaker1_path,speaker2_path
id02725,id02465,multi_speaker_dataset/train/id02725_id02465_mix.wav,/content/vox2/aac/id02725/o7ZSwarweoo/00031.m4a,/content/vox2/aac/id02465/mzyWUVgjQn0/00175.m4a
id02576,id01460,multi_speaker_dataset/train/id02576_id01460_mix.wav,/content/vox2/aac/id02576/x7IzdUTnBtQ/00142.m4a,/content/vox2/aac/id01460/9sefvU9y4Kw/00051.m4a
id02725,id02685,multi_speaker_dataset/train/id02725_id02685_mix.wav,/content/vox2/aac/id02725/vGPYBT4eeWk/00032.m4a,/content/vox2/aac/id02685/NtHmnSLaGCA/00036.m4a
id02685,id03524,multi_speaker_dataset/train/id02685_id03524_mix.wav,/content/vox2/aac/id02685/yN8ilDTW-o4/00117.m4a,/content/vox2/aac/id03524/Cqh4rBSoViA/00085.m4a
id00926,id01228,multi_speaker_dataset/train/id00926_id01228_mix.wav,/content/vox2/aac/id00926/wCQr85SE0e8/00165.m4a,/content/vox2/aac/id01228/Jz8TtqKaxhA/00188.m4a
id00562,id01460,multi_speaker_dataset/train/id00562_id01460_mix.wav,/content/vox2/aac/id00562/oK_SBiWlXgc/00215.m4a,/content/vox2/aac/id01460/2vJlUcWI2DQ/00012.m4a
id01822,id02086,multi_speaker_dataset/train/id01822_id02086_mix.wav,/content/vox2/aac/id01822/jfubCRGr2Tk/00182.m4a,/content/vox2/aac/id02086/2GFhQ3NUBzk/00036.m4a
id01228,id00812,multi_speaker_dataset/train/id01228_id00812_mix.wav,/content/vox2/aac/id01228/wmWLkJeR_vI/00358.m4a,/content/vox2/aac/id00812/EAGEv9yRp0M/00088.m4a
id02086,id01041,multi_speaker_dataset/train/id02086_id01041_mix.wav,/content/vox2/aac/id02086/nR2HFmMrVIM/00419.m4a,/content/vox2/aac/id01041/5dwDLHFBgz8/00020.m4a
id02286,id00562,multi_speaker_dataset/train/id02286_id00562_mix.wav,/content/vox2/aac/id02286/4T-CluJt8WI/00012.m4a,/content/vox2/aac/id00562/9tqfxnIUShw/00067.m4a
id00081,id01509,multi_speaker_dataset/train/id00081_id01509_mix.wav,/content/vox2/aac/id00081/Mc32FOebXWw/00085.m4a,/content/vox2/aac/id01509/UZL8Obdt--8/00181.m4a
id01298,id02445,multi_speaker_dataset/train/id01298_id02445_mix.wav,/content/vox2/aac/id01298/Jw_AIOueOoY/00176.m4a,/content/vox2/aac/id02445/ZX_6RMrTEP0/00066.m4a
id02745,id00419,multi_speaker_dataset/train/id02745_id00419_mix.wav,/content/vox2/aac/id02745/0aOZh1TsKe0/00006.m4a,/content/vox2/aac/id00419/Xk4oOP4iGc4/00268.m4a
id03382,id03347,multi_speaker_dataset/train/id03382_id03347_mix.wav,/content/vox2/aac/id03382/t_EroZzvoVs/00164.m4a,/content/vox2/aac/id03347/t5wsKOjVbso/00387.m4a
id02019,id02577,multi_speaker_dataset/train/id02019_id02577_mix.wav,/content/vox2/aac/id02019/sxCbrYjBsGA/00255.m4a,/content/vox2/aac/id02577/nUbewcS__Ww/00101.m4a
id00866,id02086,multi_speaker_dataset/train/id00866_id02086_mix.wav,/content/vox2/aac/id00866/UGGHbfad-Nc/00191.m4a,/content/vox2/aac/id02086/2GFhQ3NUBzk/00032.m4a
id01989,id00926,multi_speaker_dataset/train/id01989_id00926_mix.wav,/content/vox2/aac/id01989/QgNlXur0wrs/00092.m4a,/content/vox2/aac/id00926/bJNDPEKjpUs/00091.m4a
id03041,id03030,multi_speaker_dataset/train/id03041_id03030_mix.wav,/content/vox2/aac/id03041/w1_4_lFK7RI/00049.m4a,/content/vox2/aac/id03030/whf5jW5JYT0/00317.m4a
id01106,id01567,multi_speaker_dataset/train/id01106_id01567_mix.wav,/content/vox2/aac/id01106/WRjuuae075U/00190.m4a,/content/vox2/aac/id01567/rT9IX7qKbVU/00390.m4a
id00061,id01066,multi_speaker_dataset/train/id00061_id01066_mix.wav,/content/vox2/aac/id00061/jT6eew_nWz4/00182.m4a,/content/vox2/aac/id01066/ogMoCjkwuoo/00234.m4a
id02057,id00081,multi_speaker_dataset/train/id02057_id00081_mix.wav,/content/vox2/aac/id02057/zzqL18c7YRY/00444.m4a,/content/vox2/aac/id00081/yRTDRu27qZg/00308.m4a
id02542,id02317,multi_speaker_dataset/train/id02542_id02317_mix.wav,/content/vox2/aac/id02542/0yaLdVk_UyQ/00002.m4a,/content/vox2/aac/id02317/MWjK5YUUQbQ/00227.m4a
id02286,id00817,multi_speaker_dataset/train/id02286_id00817_mix.wav,/content/vox2/aac/id02286/B3_GpoLIZpU/00054.m4a,/content/vox2/aac/id00817/0ZfPJikvUaM/00006.m4a
id00419,id00926,multi_speaker_dataset/train/id00419_id00926_mix.wav,/content/vox2/aac/id00419/bEdGv1wixF4/00352.m4a,/content/vox2/aac/id00926/SM-VMpjspsc/00030.m4a
id02465,id03030,multi_speaker_dataset/train/id02465_id03030_mix.wav,/content/vox2/aac/id02465/PhHBC9xmnUQ/00087.m4a,/content/vox2/aac/id03030/8Znay2UkKJ0/00006.m4a
id01228,id00926,multi_speaker_dataset/train/id01228_id00926_mix.wav,/content/vox2/aac/id01228/555V_nuzxtA/00026.m4a,/content/vox2/aac/id00926/_ZkDMNLiFgA/00073.m4a
id01593,id01298,multi_speaker_dataset/train/id01593_id01298_mix.wav,/content/vox2/aac/id01593/J-NPsvtQ8lE/00226.m4a,/content/vox2/aac/id01298/xv4IT9v17l4/00472.m4a
id01106,id01541,multi_speaker_dataset/train/id01106_id01541_mix.wav,/content/vox2/aac/id01106/WRjuuae075U/00175.m4a,/content/vox2/aac/id01541/zwa9zPCz_3w/00407.m4a
id00812,id00419,multi_speaker_dataset/train/id00812_id00419_mix.wav,/content/vox2/aac/id00812/dX4t8xaz47s/00283.m4a,/content/vox2/aac/id00419/jLu9TzNdVBE/00390.m4a
id01593,id02317,multi_speaker_dataset/train/id01593_id02317_mix.wav,/content/vox2/aac/id01593/QxRTWA4hdNg/00323.m4a,/content/vox2/aac/id02317/K2GT02zavxo/00199.m4a
id02445,id01333,multi_speaker_dataset/train/id02445_id01333_mix.wav,/content/vox2/aac/id02445/GbE1KUG6IUM/00022.m4a,/content/vox2/aac/id01333/_ldiVrXgZKc/00294.m4a
id01437,id00017,multi_speaker_dataset/train/id01437_id00017_mix.wav,/content/vox2/aac/id01437/r4EjhITizCo/00216.m4a,/content/vox2/aac/id00017/b5TvWN3x0HA/00096.m4a
id01822,id01106,multi_speaker_dataset/train/id01822_id01106_mix.wav,/content/vox2/aac/id01822/zYv_noZ6yqw/00236.m4a,/content/vox2/aac/id01106/CflSXrYq9L8/00093.m4a
id02685,id00562,multi_speaker_dataset/train/id02685_id00562_mix.wav,/content/vox2/aac/id02685/7sWPaD4Ps4w/00017.m4a,/content/vox2/aac/id00562/hLX-oY3ggQ4/00172.m4a
id01041,id02542,multi_speaker_dataset/train/id01041_id02542_mix.wav,/content/vox2/aac/id01041/5dwDLHFBgz8/00045.m4a,/content/vox2/aac/id02542/gMKSu2wZpAA/00060.m4a
id01822,id01541,multi_speaker_dataset/train/id01822_id01541_mix.wav,/content/vox2/aac/id01822/jmFGgwXCuW0/00197.m4a,/content/vox2/aac/id01541/yvmMB4PBxp0/00339.m4a
id00866,id03347,multi_speaker_dataset/train/id00866_id03347_mix.wav,/content/vox2/aac/id00866/EzartP63YHo/00128.m4a,/content/vox2/aac/id03347/q5ddmKr2lWc/00344.m4a
id01224,id01000,multi_speaker_dataset/train/id01224_id01000_mix.wav,/content/vox2/aac/id01224/OuiiFzr1LaI/00149.m4a,/content/vox2/aac/id01000/CspIoS3ZZy4/00021.m4a
id02086,id03030,multi_speaker_dataset/train/id02086_id03030_mix.wav,/content/vox2/aac/id02086/B77CtjR0L2I/00126.m4a,/content/vox2/aac/id03030/K9rgHIut87w/00139.m4a
id00817,id03524,multi_speaker_dataset/train/id00817_id03524_mix.wav,/content/vox2/aac/id00817/dBlO-AFzZ2I/00322.m4a,/content/vox2/aac/id03524/tIlScer2Bgc/00446.m4a
id03382,id01066,multi_speaker_dataset/train/id03382_id01066_mix.wav,/content/vox2/aac/id03382/t_EroZzvoVs/00114.m4a,/content/vox2/aac/id01066/CjKezGsR4mM/00052.m4a
id02445,id00017,multi_speaker_dataset/train/id02445_id00017_mix.wav,/content/vox2/aac/id02445/GbE1KUG6IUM/00025.m4a,/content/vox2/aac/id00017/8_a6O3vdlU0/00019.m4a
id01333,id01593,multi_speaker_dataset/train/id01333_id01593_mix.wav,/content/vox2/aac/id01333/UED8wf7K1N4/00239.m4a,/content/vox2/aac/id01593/QxRTWA4hdNg/00320.m4a
id02465,id01892,multi_speaker_dataset/train/id02465_id01892_mix.wav,/content/vox2/aac/id02465/Ig0s8dTqQXw/00076.m4a,/content/vox2/aac/id01892/RXL_AJt5bww/00095.m4a
id03347,id02317,multi_speaker_dataset/train/id03347_id02317_mix.wav,/content/vox2/aac/id03347/NERgyfqZdPA/00118.m4a,/content/vox2/aac/id02317/U9C74tfLcqc/00327.m4a
id00866,id02181,multi_speaker_dataset/train/id00866_id02181_mix.wav,/content/vox2/aac/id00866/d_iytvbvOwo/00210.m4a,/content/vox2/aac/id02181/ev-jPT5M9cU/00104.m4a
id03041,id02019,multi_speaker_dataset/train/id03041_id02019_mix.wav,/content/vox2/aac/id03041/pN9mcE-IbUs/00028.m4a,/content/vox2/aac/id02019/OfPKHc6w2vw/00065.m4a
id00017,id03382,multi_speaker_dataset/train/id00017_id03382_mix.wav,/content/vox2/aac/id00017/8_a6O3vdlU0/00015.m4a,/content/vox2/aac/id03382/t_EroZzvoVs/00134.m4a
id00154,id01567,multi_speaker_dataset/train/id00154_id01567_mix.wav,/content/vox2/aac/id00154/xH3Pp_5yxOk/00184.m4a,/content/vox2/aac/id01567/mRFSbMOczoY/00371.m4a
id02725,id01066,multi_speaker_dataset/train/id02725_id01066_mix.wav,/content/vox2/aac/id02725/48uYS3bHIA8/00003.m4a,/content/vox2/aac/id01066/CjKezGsR4mM/00047.m4a
id02445,id01618,multi_speaker_dataset/train/id02445_id01618_mix.wav,/content/vox2/aac/id02445/Z_NpDbICfVs/00069.m4a,/content/vox2/aac/id01618/Nd-1Gz2q2E8/00093.m4a
id00017,id01618,multi_speaker_dataset/train/id00017_id01618_mix.wav,/content/vox2/aac/id00017/ddLPBVSzuPs/00103.m4a,/content/vox2/aac/id01618/MBIz7CeaHM0/00088.m4a
id02317,id02685,multi_speaker_dataset/train/id02317_id02685_mix.wav,/content/vox2/aac/id02317/fCty9YzH3dY/00397.m4a,/content/vox2/aac/id02685/LN0FnbcqiDI/00032.m4a
id01541,id01066,multi_speaker_dataset/train/id01541_id01066_mix.wav,/content/vox2/aac/id01541/zwa9zPCz_3w/00362.m4a,/content/vox2/aac/id01066/CjKezGsR4mM/00040.m4a
id02057,id02286,multi_speaker_dataset/train/id02057_id02286_mix.wav,/content/vox2/aac/id02057/O1VPRNv76Tg/00209.m4a,/content/vox2/aac/id02286/B3_GpoLIZpU/00054.m4a
id00154,id01224,multi_speaker_dataset/train/id00154_id01224_mix.wav,/content/vox2/aac/id00154/V6iCAyc7AX4/00118.m4a,/content/vox2/aac/id01224/i24BZ8uXDzE/00293.m4a
id01567,id00154,multi_speaker_dataset/train/id01567_id00154_mix.wav,/content/vox2/aac/id01567/x08Blryh5SM/00491.m4a,/content/vox2/aac/id00154/Cz9kNJNVGSg/00044.m4a
id02465,id01567,multi_speaker_dataset/train/id02465_id01567_mix.wav,/content/vox2/aac/id02465/f6naRqwbNMg/00162.m4a,/content/vox2/aac/id01567/YtZS9hH1j24/00271.m4a
id01989,id01593,multi_speaker_dataset/train/id01989_id01593_mix.wav,/content/vox2/aac/id01989/xX9FqJYXUZ8/00165.m4a,/content/vox2/aac/id01593/tLFWX-IdAwI/00432.m4a
id01000,id02576,multi_speaker_dataset/train/id01000_id02576_mix.wav,/content/vox2/aac/id01000/CspIoS3ZZy4/00025.m4a,/content/vox2/aac/id02576/5dQTvY26piw/00035.m4a
id01541,id02685,multi_speaker_dataset/train/id01541_id02685_mix.wav,/content/vox2/aac/id01541/zwa9zPCz_3w/00420.m4a,/content/vox2/aac/id02685/NtHmnSLaGCA/00036.m4a
id02019,id01333,multi_speaker_dataset/train/id02019_id01333_mix.wav,/content/vox2/aac/id02019/7hUOc7Ht-2I/00023.m4a,/content/vox2/aac/id01333/YuyKKHJ1gn0/00254.m4a
id02745,id03382,multi_speaker_dataset/train/id02745_id03382_mix.wav,/content/vox2/aac/id02745/joZLV0SUzfE/00112.m4a,/content/vox2/aac/id03382/b_NJ2Xz3G4Y/00036.m4a
id03030,id02057,multi_speaker_dataset/train/id03030_id02057_mix.wav,/content/vox2/aac/id03030/yl-93nl6Skc/00421.m4a,/content/vox2/aac/id02057/Uyksqoc3dGk/00261.m4a
id02577,id03030,multi_speaker_dataset/train/id02577_id03030_mix.wav,/content/vox2/aac/id02577/q5YXwYf2LLY/00124.m4a,/content/vox2/aac/id03030/yl-93nl6Skc/00338.m4a
id02542,id00419,multi_speaker_dataset/train/id02542_id00419_mix.wav,/content/vox2/aac/id02542/0yaLdVk_UyQ/00004.m4a,/content/vox2/aac/id00419/w3eVBzB4AcI/00471.m4a
id00866,id01541,multi_speaker_dataset/train/id00866_id01541_mix.wav,/content/vox2/aac/id00866/UGGHbfad-Nc/00193.m4a,/content/vox2/aac/id01541/SWcGs-DbV9Q/00107.m4a
id00081,id02576,multi_speaker_dataset/train/id00081_id02576_mix.wav,/content/vox2/aac/id00081/5iGVQ364obk/00015.m4a,/content/vox2/aac/id02576/5O2ih1vInAE/00023.m4a
id01000,id03178,multi_speaker_dataset/train/id01000_id03178_mix.wav,/content/vox2/aac/id01000/TBmUwIYwbh0/00060.m4a,/content/vox2/aac/id03178/eFZzhwgI50I/00220.m4a
id01541,id02019,multi_speaker_dataset/train/id01541_id02019_mix.wav,/content/vox2/aac/id01541/H1G3yUV598w/00084.m4a,/content/vox2/aac/id02019/UcmWwWlppQs/00106.m4a
id02548,id01541,multi_speaker_dataset/train/id02548_id01541_mix.wav,/content/vox2/aac/id02548/B1LEiw8FStk/00066.m4a,/content/vox2/aac/id01541/TU5SEgxdqSg/00132.m4a
id03347,id01509,multi_speaker_dataset/train/id03347_id01509_mix.wav,/content/vox2/aac/id03347/OOFX5jvzHKs/00137.m4a,/content/vox2/aac/id01509/XmSD0fC9gX4/00221.m4a
id01228,id01822,multi_speaker_dataset/train/id01228_id01822_mix.wav,/content/vox2/aac/id01228/XPbqNReDETo/00235.m4a,/content/vox2/aac/id01822/VMwOO1aV7A8/00080.m4a
id02542,id00017,multi_speaker_dataset/train/id02542_id00017_mix.wav,/content/vox2/aac/id02542/0yaLdVk_UyQ/00005.m4a,/content/vox2/aac/id00017/lZf1RB6l5Gs/00150.m4a
id00866,id01066,multi_speaker_dataset/train/id00866_id01066_mix.wav,/content/vox2/aac/id00866/rPdbi29FeHg/00239.m4a,/content/vox2/aac/id01066/aPB2u8N-jLs/00125.m4a
id02577,id01567,multi_speaker_dataset/train/id02577_id01567_mix.wav,/content/vox2/aac/id02577/hE-4e1vEiT8/00068.m4a,/content/vox2/aac/id01567/SZyTC5dxJOY/00221.m4a
id01460,id02286,multi_speaker_dataset/train/id01460_id02286_mix.wav,/content/vox2/aac/id01460/iIizv9PDDJc/00236.m4a,/content/vox2/aac/id02286/4T-CluJt8WI/00016.m4a
id00926,id01066,multi_speaker_dataset/train/id00926_id01066_mix.wav,/content/vox2/aac/id00926/IKHSFiGVB6s/00018.m4a,/content/vox2/aac/id01066/e_rw1MaLzV0/00160.m4a
id03030,id01460,multi_speaker_dataset/train/id03030_id01460_mix.wav,/content/vox2/aac/id03030/pTz652Dx_6w/00238.m4a,/content/vox2/aac/id01460/30_QmGw7lmE/00032.m4a
id01460,id02317,multi_speaker_dataset/train/id01460_id02317_mix.wav,/content/vox2/aac/id01460/G4pw2pRAMDk/00085.m4a,/content/vox2/aac/id02317/Vi4k3cuwfgc/00349.m4a
id02542,id02286,multi_speaker_dataset/train/id02542_id02286_mix.wav,/content/vox2/aac/id02542/2_tnHwIJ2uM/00026.m4a,/content/vox2/aac/id02286/B3_GpoLIZpU/00058.m4a
id02745,id01822,multi_speaker_dataset/train/id02745_id01822_mix.wav,/content/vox2/aac/id02745/5oDO9Avn0qg/00050.m4a,/content/vox2/aac/id01822/YNT1TrCTips/00094.m4a
id02086,id00419,multi_speaker_dataset/train/id02086_id00419_mix.wav,/content/vox2/aac/id02086/KX4I-l3_8zg/00228.m4a,/content/vox2/aac/id00419/8A3yJDV7bH4/00072.m4a
id02181,id03178,multi_speaker_dataset/train/id02181_id03178_mix.wav,/content/vox2/aac/id02181/UzaRmuuokQ0/00061.m4a,/content/vox2/aac/id03178/W3h_IkPVsbM/00131.m4a
id01989,id02725,multi_speaker_dataset/train/id01989_id02725_mix.wav,/content/vox2/aac/id01989/T16KgSbv7DI/00111.m4a,/content/vox2/aac/id02725/48uYS3bHIA8/00017.m4a
id03382,id01333,multi_speaker_dataset/train/id03382_id01333_mix.wav,/content/vox2/aac/id03382/t_EroZzvoVs/00097.m4a,/content/vox2/aac/id01333/80d1Byr_aMA/00042.m4a
id03041,id01892,multi_speaker_dataset/train/id03041_id01892_mix.wav,/content/vox2/aac/id03041/7tqfqBdnXnU/00003.m4a,/content/vox2/aac/id01892/7sODin7rirc/00023.m4a
id01460,id01618,multi_speaker_dataset/train/id01460_id01618_mix.wav,/content/vox2/aac/id01460/yC4aIs9sTlg/00347.m4a,/content/vox2/aac/id01618/9WsYVVvuG6w/00042.m4a
id00817,id02086,multi_speaker_dataset/train/id00817_id02086_mix.wav,/content/vox2/aac/id00817/qnXTzrLxR8c/00370.m4a,/content/vox2/aac/id02086/I5Lm0Qce5kg/00208.m4a
id00017,id02542,multi_speaker_dataset/train/id00017_id02542_mix.wav,/content/vox2/aac/id00017/lvX8diWgriA/00181.m4a,/content/vox2/aac/id02542/i_gPdj1MA5w/00082.m4a
id00017,id01541,multi_speaker_dataset/train/id00017_id01541_mix.wav,/content/vox2/aac/id00017/lvX8diWgriA/00177.m4a,/content/vox2/aac/id01541/sUonc5lzT80/00330.m4a
id01509,id01618,multi_speaker_dataset/train/id01509_id01618_mix.wav,/content/vox2/aac/id01509/kpICNY0gvYU/00360.m4a,/content/vox2/aac/id01618/nzX9_mno89o/00146.m4a
id03347,id01989,multi_speaker_dataset/train/id03347_id01989_mix.wav,/content/vox2/aac/id03347/fNJ7ttOFOkI/00289.m4a,/content/vox2/aac/id01989/OKqDuSt3HtI/00074.m4a
id00017,id02725,multi_speaker_dataset/train/id00017_id02725_mix.wav,/content/vox2/aac/id00017/lZf1RB6l5Gs/00164.m4a,/content/vox2/aac/id02725/KC87XotWL68/00030.m4a
id01000,id02577,multi_speaker_dataset/train/id01000_id02577_mix.wav,/content/vox2/aac/id01000/f-mjLyC1-4g/00079.m4a,/content/vox2/aac/id02577/nA7mv5my4uk/00097.m4a
id02465,id03382,multi_speaker_dataset/train/id02465_id03382_mix.wav,/content/vox2/aac/id02465/6jp5YsZYtHI/00022.m4a,/content/vox2/aac/id03382/ockh8KdXJP8/00070.m4a
id00817,id02465,multi_speaker_dataset/train/id00817_id02465_mix.wav,/content/vox2/aac/id00817/HUmfsvegMRo/00172.m4a,/content/vox2/aac/id02465/nRcWI_uKGTU/00180.m4a
id02019,id02542,multi_speaker_dataset/train/id02019_id02542_mix.wav,/content/vox2/aac/id02019/JzUEx_abwAU/00057.m4a,/content/vox2/aac/id02542/9tPXxXf1J3g/00032.m4a
id01509,id01567,multi_speaker_dataset/train/id01509_id01567_mix.wav,/content/vox2/aac/id01509/sp5wqo8iTeA/00417.m4a,/content/vox2/aac/id01567/itzBRx5mEEQ/00324.m4a
id01460,id00154,multi_speaker_dataset/train/id01460_id00154_mix.wav,/content/vox2/aac/id01460/cH23Eq0_fD4/00200.m4a,/content/vox2/aac/id00154/xH3Pp_5yxOk/00156.m4a
id02445,id01593,multi_speaker_dataset/train/id02445_id01593_mix.wav,/content/vox2/aac/id02445/5fkpbbGwmdY/00017.m4a,/content/vox2/aac/id01593/GiLxqKSI68o/00194.m4a
id02019,id02576,multi_speaker_dataset/train/id02019_id02576_mix.wav,/content/vox2/aac/id02019/l17LPxQzSew/00226.m4a,/content/vox2/aac/id02576/hLEIx3ed5-M/00119.m4a
id02576,id02577,multi_speaker_dataset/train/id02576_id02577_mix.wav,/content/vox2/aac/id02576/KSPxKqohJwk/00073.m4a,/content/vox2/aac/id02577/q5YXwYf2LLY/00126.m4a
id01460,id01106,multi_speaker_dataset/train/id01460_id01106_mix.wav,/content/vox2/aac/id01460/2vJlUcWI2DQ/00012.m4a,/content/vox2/aac/id01106/Wyt6whKvo_0/00247.m4a
id03347,id00812,multi_speaker_dataset/train/id03347_id00812_mix.wav,/content/vox2/aac/id03347/r-xJUB0A4ok/00353.m4a,/content/vox2/aac/id00812/_s6-vOd6NDo/00264.m4a
id00154,id00081,multi_speaker_dataset/train/id00154_id00081_mix.wav,/content/vox2/aac/id00154/xH3Pp_5yxOk/00156.m4a,/content/vox2/aac/id00081/w0Jxv9zDAEg/00237.m4a
id02445,id01541,multi_speaker_dataset/train/id02445_id01541_mix.wav,/content/vox2/aac/id02445/f5u3ktNPHAk/00077.m4a,/content/vox2/aac/id01541/ng5WSbZ9M08/00266.m4a
id01567,id01066,multi_speaker_dataset/train/id01567_id01066_mix.wav,/content/vox2/aac/id01567/CCs8rZLCdVw/00045.m4a,/content/vox2/aac/id01066/aPB2u8N-jLs/00154.m4a
id03178,id00017,multi_speaker_dataset/train/id03178_id00017_mix.wav,/content/vox2/aac/id03178/DmTwWMoJjGU/00046.m4a,/content/vox2/aac/id00017/tIpW24N_Ysk/00195.m4a
id01041,id02445,multi_speaker_dataset/train/id01041_id02445_mix.wav,/content/vox2/aac/id01041/EHJLN1PJFzQ/00072.m4a,/content/vox2/aac/id02445/Tx8JmivBQzo/00057.m4a
id00817,id02576,multi_speaker_dataset/train/id00817_id02576_mix.wav,/content/vox2/aac/id00817/ERsr0JoyqWM/00104.m4a,/content/vox2/aac/id02576/j1buwPTWluo/00124.m4a
id01228,id00419,multi_speaker_dataset/train/id01228_id00419_mix.wav,/content/vox2/aac/id01228/qgqQU3iPHlg/00311.m4a,/content/vox2/aac/id00419/HvV2Fq6bVaM/00151.m4a
id01460,id01509,multi_speaker_dataset/train/id01460_id01509_mix.wav,/content/vox2/aac/id01460/2vJlUcWI2DQ/00023.m4a,/content/vox2/aac/id01509/CU9nYqVJnV0/00116.m4a
id02576,id01437,multi_speaker_dataset/train/id02576_id01437_mix.wav,/content/vox2/aac/id02576/SiL5Olu_BqM/00084.m4a,/content/vox2/aac/id01437/7fXvKZ9lbIw/00014.m4a
id01989,id03382,multi_speaker_dataset/train/id01989_id03382_mix.wav,/content/vox2/aac/id01989/RYUmpAHgN30/00104.m4a,/content/vox2/aac/id03382/t_EroZzvoVs/00160.m4a
id00926,id01460,multi_speaker_dataset/train/id00926_id01460_mix.wav,/content/vox2/aac/id00926/dP4Czs6WQ8Y/00106.m4a,/content/vox2/aac/id01460/Ct1XMedcGHk/00068.m4a
id00812,id00017,multi_speaker_dataset/train/id00812_id00017_mix.wav,/content/vox2/aac/id00812/s0zmTQqjcSo/00352.m4a,/content/vox2/aac/id00017/lvX8diWgriA/00167.m4a
id02548,id03127,multi_speaker_dataset/train/id02548_id03127_mix.wav,/content/vox2/aac/id02548/55FgR4BmO3E/00044.m4a,/content/vox2/aac/id03127/Lgd5qn2-kMo/00133.m4a
id02577,id02576,multi_speaker_dataset/train/id02577_id02576_mix.wav,/content/vox2/aac/id02577/q5YXwYf2LLY/00137.m4a,/content/vox2/aac/id02576/Fbivq3kISM0/00071.m4a
id02685,id01567,multi_speaker_dataset/train/id02685_id01567_mix.wav,/content/vox2/aac/id02685/4JDRxqYC0a4/00011.m4a,/content/vox2/aac/id01567/M47d5UckOV8/00102.m4a
id03347,id01892,multi_speaker_dataset/train/id03347_id01892_mix.wav,/content/vox2/aac/id03347/y_F4aAkN0d8/00418.m4a,/content/vox2/aac/id01892/7sODin7rirc/00010.m4a
id02576,id01541,multi_speaker_dataset/train/id02576_id01541_mix.wav,/content/vox2/aac/id02576/1I_1rFQPPSo/00008.m4a,/content/vox2/aac/id01541/pTMRYbhPbZE/00279.m4a
id01066,id02057,multi_speaker_dataset/train/id01066_id02057_mix.wav,/content/vox2/aac/id01066/QRqkh9oGcn0/00092.m4a,/content/vox2/aac/id02057/m5IXuletN8Y/00352.m4a
id02181,id00926,multi_speaker_dataset/train/id02181_id00926_mix.wav,/content/vox2/aac/id02181/rxX3t2rzLbg/00146.m4a,/content/vox2/aac/id00926/bJNDPEKjpUs/00096.m4a
id00562,id02725,multi_speaker_dataset/train/id00562_id02725_mix.wav,/content/vox2/aac/id00562/0Zh6t-f8MsY/00004.m4a,/content/vox2/aac/id02725/GpongLybzsk/00026.m4a
id01567,id02019,multi_speaker_dataset/train/id01567_id02019_mix.wav,/content/vox2/aac/id01567/IRoEwfXPZ_g/00091.m4a,/content/vox2/aac/id02019/rKtJIzdK4T4/00232.m4a
id00817,id01509,multi_speaker_dataset/train/id00817_id01509_mix.wav,/content/vox2/aac/id00817/ERsr0JoyqWM/00106.m4a,/content/vox2/aac/id01509/kpICNY0gvYU/00360.m4a
id01541,id01224,multi_speaker_dataset/train/id01541_id01224_mix.wav,/content/vox2/aac/id01541/zwa9zPCz_3w/00371.m4a,/content/vox2/aac/id01224/p575B7k07a8/00367.m4a
id01106,id03178,multi_speaker_dataset/train/id01106_id03178_mix.wav,/content/vox2/aac/id01106/WRjuuae075U/00201.m4a,/content/vox2/aac/id03178/qLFB2pQE214/00304.m4a
id01541,id01567,multi_speaker_dataset/train/id01541_id01567_mix.wav,/content/vox2/aac/id01541/6Mkx2AE2uq4/00020.m4a,/content/vox2/aac/id01567/YtZS9hH1j24/00250.m4a
id00081,id03178,multi_speaker_dataset/train/id00081_id03178_mix.wav,/content/vox2/aac/id00081/oICidf_tyKI/00171.m4a,/content/vox2/aac/id03178/eFZzhwgI50I/00250.m4a
id01822,id02542,multi_speaker_dataset/train/id01822_id02542_mix.wav,/content/vox2/aac/id01822/bCs5SoifsiY/00136.m4a,/content/vox2/aac/id02542/i_gPdj1MA5w/00083.m4a
id03127,id00154,multi_speaker_dataset/train/id03127_id00154_mix.wav,/content/vox2/aac/id03127/SmGJu-t24hY/00195.m4a,/content/vox2/aac/id00154/Cz9kNJNVGSg/00038.m4a
id02745,id00812,multi_speaker_dataset/train/id02745_id00812_mix.wav,/content/vox2/aac/id02745/qfl5UBhhLnU/00126.m4a,/content/vox2/aac/id00812/AzDjo0Uyk4Y/00061.m4a
id01437,id01593,multi_speaker_dataset/train/id01437_id01593_mix.wav,/content/vox2/aac/id01437/b0pu79O8th8/00153.m4a,/content/vox2/aac/id01593/AVmZf6Kl1So/00072.m4a
id01228,id03127,multi_speaker_dataset/train/id01228_id03127_mix.wav,/content/vox2/aac/id01228/JiukeCON5cI/00179.m4a,/content/vox2/aac/id03127/7OxOVx-pqMg/00050.m4a
id00562,id02685,multi_speaker_dataset/train/id00562_id02685_mix.wav,/content/vox2/aac/id00562/QXeKdcX0WhI/00111.m4a,/content/vox2/aac/id02685/LN0FnbcqiDI/00033.m4a
id00866,id03382,multi_speaker_dataset/train/id00866_id03382_mix.wav,/content/vox2/aac/id00866/UGGHbfad-Nc/00183.m4a,/content/vox2/aac/id03382/t_EroZzvoVs/00132.m4a
id00017,id00061,multi_speaker_dataset/train/id00017_id00061_mix.wav,/content/vox2/aac/id00017/lZf1RB6l5Gs/00140.m4a,/content/vox2/aac/id00061/ljIkW4uVVQY/00216.m4a
